G21 (metric ftw)
G90 (absolute mode)
G1 X11.7 Y33.6 F3500.00
G1 X11.6 Y33.5 F3500.00
G1 X11.5 Y33.4 F3500.00
G1 X11.4 Y33.4 F3500.00
G1 X11.3 Y33.3 F3500.00
G1 X11.2 Y33.2 F3500.00
G1 X11.1 Y33.1 F3500.00
G1 X11.0 Y33.0 F3500.00
G1 X10.9 Y32.9 F3500.00
G1 X10.8 Y32.8 F3500.00
G1 X10.7 Y32.8 F3500.00
G1 X10.6 Y32.7 F3500.00
G1 X10.5 Y32.6 F3500.00
G1 X10.4 Y32.5 F3500.00
G1 X10.3 Y32.4 F3500.00
G1 X10.2 Y32.3 F3500.00
G1 X10.1 Y32.1 F3500.00
G1 X10.0 Y32.0 F3500.00
G1 X9.9 Y31.9 F3500.00
G1 X9.8 Y31.8 F3500.00
G1 X9.7 Y31.7 F3500.00
G1 X9.6 Y31.6 F3500.00
G1 X9.5 Y31.4 F3500.00
G1 X9.4 Y31.3 F3500.00
G1 X9.3 Y31.2 F3500.00
G1 X9.2 Y31.0 F3500.00
G1 X9.1 Y30.9 F3500.00
G1 X9.0 Y30.8 F3500.00
G1 X8.9 Y30.6 F3500.00
G1 X8.8 Y30.5 F3500.00
G1 X8.7 Y30.3 F3500.00
G1 X8.6 Y30.1 F3500.00
G1 X8.5 Y30.0 F3500.00
G1 X8.4 Y29.8 F3500.00
G1 X8.3 Y29.6 F3500.00
G1 X8.2 Y29.4 F3500.00
G1 X8.1 Y29.2 F3500.00
G1 X8.0 Y29.0 F3500.00
G1 X7.9 Y28.8 F3500.00
G1 X7.8 Y28.5 F3500.00
G1 X7.7 Y28.3 F3500.00
G1 X7.6 Y28.0 F3500.00
G1 X7.5 Y27.7 F3500.00
G1 X7.4 Y27.4 F3500.00
G1 X7.3 Y27.0 F3500.00
G1 X7.2 Y26.6 F3500.00
G1 X7.1 Y26.1 F3500.00
G1 X7.0 Y25.5 F3500.00
G1 X6.9 Y24.0 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X6.9 Y24.0 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X7.0 Y22.5 F3500.00
G1 X7.1 Y21.9 F3500.00
G1 X7.2 Y21.4 F3500.00
G1 X7.3 Y21.0 F3500.00
G1 X7.4 Y20.6 F3500.00
G1 X7.5 Y20.3 F3500.00
G1 X7.6 Y20.0 F3500.00
G1 X7.7 Y19.7 F3500.00
G1 X7.8 Y19.5 F3500.00
G1 X7.9 Y19.2 F3500.00
G1 X8.0 Y19.0 F3500.00
G1 X8.1 Y18.8 F3500.00
G1 X8.2 Y18.6 F3500.00
G1 X8.3 Y18.4 F3500.00
G1 X8.4 Y18.2 F3500.00
G1 X8.5 Y18.0 F3500.00
G1 X8.6 Y17.9 F3500.00
G1 X8.7 Y17.7 F3500.00
G1 X8.8 Y17.5 F3500.00
G1 X8.9 Y17.4 F3500.00
G1 X9.0 Y17.2 F3500.00
G1 X9.1 Y17.1 F3500.00
G1 X9.2 Y17.0 F3500.00
G1 X9.3 Y16.8 F3500.00
G1 X9.4 Y16.7 F3500.00
G1 X9.5 Y16.6 F3500.00
G1 X9.6 Y16.4 F3500.00
G1 X9.7 Y16.3 F3500.00
G1 X9.8 Y16.2 F3500.00
G1 X9.9 Y16.1 F3500.00
G1 X10.0 Y16.0 F3500.00
G1 X10.1 Y15.9 F3500.00
G1 X10.2 Y15.7 F3500.00
G1 X10.3 Y15.6 F3500.00
G1 X10.4 Y15.5 F3500.00
G1 X10.5 Y15.4 F3500.00
G1 X10.6 Y15.3 F3500.00
G1 X10.7 Y15.2 F3500.00
G1 X10.8 Y15.2 F3500.00
G1 X10.9 Y15.1 F3500.00
G1 X11.0 Y15.0 F3500.00
G1 X11.1 Y14.9 F3500.00
G1 X11.2 Y14.8 F3500.00
G1 X11.3 Y14.7 F3500.00
G1 X11.4 Y14.6 F3500.00
G1 X11.5 Y14.6 F3500.00
G1 X11.6 Y14.5 F3500.00
G1 X11.7 Y14.4 F3500.00
G1 X11.8 Y14.3 F3500.00
G1 X11.9 Y14.3 F3500.00
G1 X12.0 Y14.2 F3500.00
G1 X12.1 Y14.1 F3500.00
G1 X12.2 Y14.0 F3500.00
G1 X12.3 Y14.0 F3500.00
G1 X12.4 Y13.9 F3500.00
G1 X12.5 Y13.8 F3500.00
G1 X12.6 Y13.8 F3500.00
G1 X12.7 Y13.7 F3500.00
G1 X12.8 Y13.7 F3500.00
G1 X12.9 Y13.6 F3500.00
G1 X13.0 Y13.5 F3500.00
G1 X13.1 Y13.5 F3500.00
G1 X13.2 Y13.4 F3500.00
G1 X13.3 Y13.4 F3500.00
G1 X13.4 Y13.3 F3500.00
G1 X13.5 Y13.3 F3500.00
G1 X13.6 Y13.2 F3500.00
G1 X13.7 Y13.2 F3500.00
G1 X13.8 Y13.1 F3500.00
G1 X13.9 Y13.1 F3500.00
G1 X14.0 Y13.0 F3500.00
G1 X14.1 Y13.0 F3500.00
G1 X14.2 Y12.9 F3500.00
G1 X14.3 Y12.9 F3500.00
G1 X14.4 Y12.9 F3500.00
G1 X14.5 Y12.8 F3500.00
G1 X14.6 Y12.8 F3500.00
G1 X14.7 Y12.7 F3500.00
G1 X14.8 Y12.7 F3500.00
G1 X14.9 Y12.7 F3500.00
G1 X15.0 Y12.6 F3500.00
G1 X15.1 Y12.6 F3500.00
G1 X15.2 Y12.6 F3500.00
G1 X15.3 Y12.5 F3500.00
G1 X15.4 Y12.5 F3500.00
G1 X15.5 Y12.5 F3500.00
G1 X15.6 Y12.4 F3500.00
G1 X15.7 Y12.4 F3500.00
G1 X15.8 Y12.4 F3500.00
G1 X15.9 Y12.4 F3500.00
G1 X16.0 Y12.3 F3500.00
G1 X16.1 Y12.3 F3500.00
G1 X16.2 Y12.3 F3500.00
G1 X16.3 Y12.3 F3500.00
G1 X16.4 Y12.2 F3500.00
G1 X16.5 Y12.2 F3500.00
G1 X16.6 Y12.2 F3500.00
G1 X16.7 Y12.2 F3500.00
G1 X16.8 Y12.2 F3500.00
G1 X16.9 Y12.1 F3500.00
G1 X17.0 Y12.1 F3500.00
G1 X17.1 Y12.1 F3500.00
G1 X17.2 Y12.1 F3500.00
G1 X17.3 Y12.1 F3500.00
G1 X17.4 Y12.1 F3500.00
G1 X17.5 Y12.0 F3500.00
G1 X17.6 Y12.0 F3500.00
G1 X17.7 Y12.0 F3500.00
G1 X17.8 Y12.0 F3500.00
G1 X17.9 Y12.0 F3500.00
G1 X18.0 Y12.0 F3500.00
G1 X18.1 Y12.0 F3500.00
G1 X18.2 Y12.0 F3500.00
G1 X18.3 Y12.0 F3500.00
G1 X18.4 Y12.0 F3500.00
G1 X18.5 Y12.0 F3500.00
G1 X18.6 Y12.0 F3500.00
G1 X18.7 Y12.0 F3500.00
G1 X18.8 Y12.0 F3500.00
G1 X18.9 Y12.0 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X19.0 Y12.0 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X19.1 Y12.0 F3500.00
G1 X19.2 Y12.0 F3500.00
G1 X19.3 Y12.0 F3500.00
G1 X19.4 Y12.0 F3500.00
G1 X19.5 Y12.0 F3500.00
G1 X19.6 Y12.0 F3500.00
G1 X19.7 Y12.0 F3500.00
G1 X19.8 Y12.0 F3500.00
G1 X19.9 Y12.0 F3500.00
G1 X20.0 Y12.0 F3500.00
G1 X20.1 Y12.0 F3500.00
G1 X20.2 Y12.0 F3500.00
G1 X20.3 Y12.0 F3500.00
G1 X20.4 Y12.0 F3500.00
G1 X20.5 Y12.1 F3500.00
G1 X20.6 Y12.1 F3500.00
G1 X20.7 Y12.1 F3500.00
G1 X20.8 Y12.1 F3500.00
G1 X20.9 Y12.1 F3500.00
G1 X21.0 Y12.1 F3500.00
G1 X21.1 Y12.2 F3500.00
G1 X21.2 Y12.2 F3500.00
G1 X21.3 Y12.2 F3500.00
G1 X21.4 Y12.2 F3500.00
G1 X21.5 Y12.2 F3500.00
G1 X21.6 Y12.3 F3500.00
G1 X21.7 Y12.3 F3500.00
G1 X21.8 Y12.3 F3500.00
G1 X21.9 Y12.3 F3500.00
G1 X22.0 Y12.4 F3500.00
G1 X22.1 Y12.4 F3500.00
G1 X22.2 Y12.4 F3500.00
G1 X22.3 Y12.4 F3500.00
G1 X22.4 Y12.5 F3500.00
G1 X22.5 Y12.5 F3500.00
G1 X22.6 Y12.5 F3500.00
G1 X22.7 Y12.6 F3500.00
G1 X22.8 Y12.6 F3500.00
G1 X22.9 Y12.6 F3500.00
G1 X23.0 Y12.7 F3500.00
G1 X23.1 Y12.7 F3500.00
G1 X23.2 Y12.7 F3500.00
G1 X23.3 Y12.8 F3500.00
G1 X23.4 Y12.8 F3500.00
G1 X23.5 Y12.9 F3500.00
G1 X23.6 Y12.9 F3500.00
G1 X23.7 Y12.9 F3500.00
G1 X23.8 Y13.0 F3500.00
G1 X23.9 Y13.0 F3500.00
G1 X24.0 Y13.1 F3500.00
G1 X24.1 Y13.1 F3500.00
G1 X24.2 Y13.2 F3500.00
G1 X24.3 Y13.2 F3500.00
G1 X24.4 Y13.3 F3500.00
G1 X24.5 Y13.3 F3500.00
G1 X24.6 Y13.4 F3500.00
G1 X24.7 Y13.4 F3500.00
G1 X24.8 Y13.5 F3500.00
G1 X24.9 Y13.5 F3500.00
G1 X25.0 Y13.6 F3500.00
G1 X25.1 Y13.7 F3500.00
G1 X25.2 Y13.7 F3500.00
G1 X25.3 Y13.8 F3500.00
G1 X25.4 Y13.8 F3500.00
G1 X25.5 Y13.9 F3500.00
G1 X25.6 Y14.0 F3500.00
G1 X25.7 Y14.0 F3500.00
G1 X25.8 Y14.1 F3500.00
G1 X25.9 Y14.2 F3500.00
G1 X26.0 Y14.3 F3500.00
G1 X26.1 Y14.3 F3500.00
G1 X26.2 Y14.4 F3500.00
G1 X26.3 Y14.5 F3500.00
G1 X26.4 Y14.6 F3500.00
G1 X26.5 Y14.6 F3500.00
G1 X26.6 Y14.7 F3500.00
G1 X26.7 Y14.8 F3500.00
G1 X26.8 Y14.9 F3500.00
G1 X26.9 Y15.0 F3500.00
G1 X27.0 Y15.1 F3500.00
G1 X27.1 Y15.2 F3500.00
G1 X27.2 Y15.2 F3500.00
G1 X27.3 Y15.3 F3500.00
G1 X27.4 Y15.4 F3500.00
G1 X27.5 Y15.5 F3500.00
G1 X27.6 Y15.6 F3500.00
G1 X27.7 Y15.7 F3500.00
G1 X27.8 Y15.9 F3500.00
G1 X27.9 Y16.0 F3500.00
G1 X28.0 Y16.1 F3500.00
G1 X28.1 Y16.2 F3500.00
G1 X28.2 Y16.3 F3500.00
G1 X28.3 Y16.4 F3500.00
G1 X28.4 Y16.6 F3500.00
G1 X28.5 Y16.7 F3500.00
G1 X28.6 Y16.8 F3500.00
G1 X28.7 Y17.0 F3500.00
G1 X28.8 Y17.1 F3500.00
G1 X28.9 Y17.2 F3500.00
G1 X29.0 Y17.4 F3500.00
G1 X29.1 Y17.5 F3500.00
G1 X29.2 Y17.7 F3500.00
G1 X29.3 Y17.9 F3500.00
G1 X29.4 Y18.0 F3500.00
G1 X29.5 Y18.2 F3500.00
G1 X29.6 Y18.4 F3500.00
G1 X29.7 Y18.6 F3500.00
G1 X29.8 Y18.8 F3500.00
G1 X29.9 Y19.0 F3500.00
G1 X30.0 Y19.2 F3500.00
G1 X30.1 Y19.5 F3500.00
G1 X30.2 Y19.7 F3500.00
G1 X30.3 Y20.0 F3500.00
G1 X30.4 Y20.3 F3500.00
G1 X30.5 Y20.6 F3500.00
G1 X30.6 Y21.0 F3500.00
G1 X30.7 Y21.4 F3500.00
G1 X30.8 Y21.9 F3500.00
G1 X30.9 Y22.5 F3500.00
G1 X31.0 Y24.0 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X19.0 Y34.0 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X18.9 Y34.1 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.8 Y34.1 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X18.7 Y34.0 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.7 Y34.0 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X18.8 Y33.9 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.9 Y33.9 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X19.0 Y34.0 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.9 Y23.9 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.8 Y23.9 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.8 Y23.9 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.9 Y23.9 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X28.9 Y23.8 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X28.8 Y25.2 F3500.00
G1 X28.7 Y25.8 F3500.00
G1 X28.6 Y26.2 F3500.00
G1 X28.5 Y26.6 F3500.00
G1 X28.4 Y26.9 F3500.00
G1 X28.3 Y27.2 F3500.00
G1 X28.2 Y27.4 F3500.00
G1 X28.1 Y27.7 F3500.00
G1 X28.0 Y27.9 F3500.00
G1 X27.9 Y28.1 F3500.00
G1 X27.8 Y28.3 F3500.00
G1 X27.7 Y28.5 F3500.00
G1 X27.6 Y28.7 F3500.00
G1 X27.5 Y28.9 F3500.00
G1 X27.4 Y29.0 F3500.00
G1 X27.3 Y29.2 F3500.00
G1 X27.2 Y29.4 F3500.00
G1 X27.1 Y29.5 F3500.00
G1 X27.0 Y29.6 F3500.00
G1 X26.9 Y29.8 F3500.00
G1 X26.8 Y29.9 F3500.00
G1 X26.7 Y30.0 F3500.00
G1 X26.6 Y30.2 F3500.00
G1 X26.5 Y30.3 F3500.00
G1 X26.4 Y30.4 F3500.00
G1 X26.3 Y30.5 F3500.00
G1 X26.2 Y30.6 F3500.00
G1 X26.1 Y30.7 F3500.00
G1 X26.0 Y30.8 F3500.00
G1 X25.9 Y30.9 F3500.00
G1 X25.8 Y31.0 F3500.00
G1 X25.7 Y31.1 F3500.00
G1 X25.6 Y31.2 F3500.00
G1 X25.5 Y31.3 F3500.00
G1 X25.4 Y31.4 F3500.00
G1 X25.3 Y31.5 F3500.00
G1 X25.2 Y31.6 F3500.00
G1 X25.1 Y31.6 F3500.00
G1 X25.0 Y31.7 F3500.00
G1 X24.9 Y31.8 F3500.00
G1 X24.8 Y31.9 F3500.00
G1 X24.7 Y31.9 F3500.00
G1 X24.6 Y32.0 F3500.00
G1 X24.5 Y32.1 F3500.00
G1 X24.4 Y32.2 F3500.00
G1 X24.3 Y32.2 F3500.00
G1 X24.2 Y32.3 F3500.00
G1 X24.1 Y32.3 F3500.00
G1 X24.0 Y32.4 F3500.00
G1 X23.9 Y32.5 F3500.00
G1 X23.8 Y32.5 F3500.00
G1 X23.7 Y32.6 F3500.00
G1 X23.6 Y32.6 F3500.00
G1 X23.5 Y32.7 F3500.00
G1 X23.4 Y32.7 F3500.00
G1 X23.3 Y32.8 F3500.00
G1 X23.2 Y32.8 F3500.00
G1 X23.1 Y32.9 F3500.00
G1 X23.0 Y32.9 F3500.00
G1 X22.9 Y33.0 F3500.00
G1 X22.8 Y33.0 F3500.00
G1 X22.7 Y33.1 F3500.00
G1 X22.6 Y33.1 F3500.00
G1 X22.5 Y33.1 F3500.00
G1 X22.4 Y33.2 F3500.00
G1 X22.3 Y33.2 F3500.00
G1 X22.2 Y33.3 F3500.00
G1 X22.1 Y33.3 F3500.00
G1 X22.0 Y33.3 F3500.00
G1 X21.9 Y33.4 F3500.00
G1 X21.8 Y33.4 F3500.00
G1 X21.7 Y33.4 F3500.00
G1 X21.6 Y33.5 F3500.00
G1 X21.5 Y33.5 F3500.00
G1 X21.4 Y33.5 F3500.00
G1 X21.3 Y33.5 F3500.00
G1 X21.2 Y33.6 F3500.00
G1 X21.1 Y33.6 F3500.00
G1 X21.0 Y33.6 F3500.00
G1 X20.9 Y33.6 F3500.00
G1 X20.8 Y33.7 F3500.00
G1 X20.7 Y33.7 F3500.00
G1 X20.6 Y33.7 F3500.00
G1 X20.5 Y33.7 F3500.00
G1 X20.4 Y33.7 F3500.00
G1 X20.3 Y33.7 F3500.00
G1 X20.2 Y33.8 F3500.00
G1 X20.1 Y33.8 F3500.00
G1 X20.0 Y33.8 F3500.00
G1 X19.9 Y33.8 F3500.00
G1 X19.8 Y33.8 F3500.00
G1 X19.7 Y33.8 F3500.00
G1 X19.6 Y33.8 F3500.00
G1 X19.5 Y33.8 F3500.00
G1 X19.4 Y33.8 F3500.00
G1 X19.3 Y33.8 F3500.00
G1 X19.2 Y33.8 F3500.00
G1 X19.1 Y33.8 F3500.00
G1 X19.0 Y33.8 F3500.00
G1 X18.9 Y33.8 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.8 Y33.8 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X18.7 Y33.8 F3500.00
G1 X18.6 Y33.8 F3500.00
G1 X18.5 Y33.8 F3500.00
G1 X18.4 Y33.8 F3500.00
G1 X18.3 Y33.8 F3500.00
G1 X18.2 Y33.8 F3500.00
G1 X18.1 Y33.8 F3500.00
G1 X18.0 Y33.8 F3500.00
G1 X17.9 Y33.8 F3500.00
G1 X17.8 Y33.8 F3500.00
G1 X17.7 Y33.8 F3500.00
G1 X17.6 Y33.8 F3500.00
G1 X17.5 Y33.8 F3500.00
G1 X17.4 Y33.7 F3500.00
G1 X17.3 Y33.7 F3500.00
G1 X17.2 Y33.7 F3500.00
G1 X17.1 Y33.7 F3500.00
G1 X17.0 Y33.7 F3500.00
G1 X16.9 Y33.7 F3500.00
G1 X16.8 Y33.6 F3500.00
G1 X16.7 Y33.6 F3500.00
G1 X16.6 Y33.6 F3500.00
G1 X16.5 Y33.6 F3500.00
G1 X16.4 Y33.5 F3500.00
G1 X16.3 Y33.5 F3500.00
G1 X16.2 Y33.5 F3500.00
G1 X16.1 Y33.5 F3500.00
G1 X16.0 Y33.4 F3500.00
G1 X15.9 Y33.4 F3500.00
G1 X15.8 Y33.4 F3500.00
G1 X15.7 Y33.3 F3500.00
G1 X15.6 Y33.3 F3500.00
G1 X15.5 Y33.3 F3500.00
G1 X15.4 Y33.2 F3500.00
G1 X15.3 Y33.2 F3500.00
G1 X15.2 Y33.1 F3500.00
G1 X15.1 Y33.1 F3500.00
G1 X15.0 Y33.1 F3500.00
G1 X14.9 Y33.0 F3500.00
G1 X14.8 Y33.0 F3500.00
G1 X14.7 Y32.9 F3500.00
G1 X14.6 Y32.9 F3500.00
G1 X14.5 Y32.8 F3500.00
G1 X14.4 Y32.8 F3500.00
G1 X14.3 Y32.7 F3500.00
G1 X14.2 Y32.7 F3500.00
G1 X14.1 Y32.6 F3500.00
G1 X14.0 Y32.6 F3500.00
G1 X13.9 Y32.5 F3500.00
G1 X13.8 Y32.5 F3500.00
G1 X13.7 Y32.4 F3500.00
G1 X13.6 Y32.3 F3500.00
G1 X13.5 Y32.3 F3500.00
G1 X13.4 Y32.2 F3500.00
G1 X13.3 Y32.2 F3500.00
G1 X13.2 Y32.1 F3500.00
G1 X13.1 Y32.0 F3500.00
G1 X13.0 Y31.9 F3500.00
G1 X12.9 Y31.9 F3500.00
G1 X12.8 Y31.8 F3500.00
G1 X12.7 Y31.7 F3500.00
G1 X12.6 Y31.6 F3500.00
G1 X12.5 Y31.6 F3500.00
G1 X12.4 Y31.5 F3500.00
G1 X12.3 Y31.4 F3500.00
G1 X12.2 Y31.3 F3500.00
G1 X12.1 Y31.2 F3500.00
G1 X12.0 Y31.1 F3500.00
G1 X11.9 Y31.0 F3500.00
G1 X11.8 Y30.9 F3500.00
G1 X11.7 Y30.8 F3500.00
G1 X11.6 Y30.7 F3500.00
G1 X11.5 Y30.6 F3500.00
G1 X11.4 Y30.5 F3500.00
G1 X11.3 Y30.4 F3500.00
G1 X11.2 Y30.3 F3500.00
G1 X11.1 Y30.2 F3500.00
G1 X11.0 Y30.0 F3500.00
G1 X10.9 Y29.9 F3500.00
G1 X10.8 Y29.8 F3500.00
G1 X10.7 Y29.6 F3500.00
G1 X10.6 Y29.5 F3500.00
G1 X10.5 Y29.4 F3500.00
G1 X10.4 Y29.2 F3500.00
G1 X10.3 Y29.0 F3500.00
G1 X10.2 Y28.9 F3500.00
G1 X10.1 Y28.7 F3500.00
G1 X10.0 Y28.5 F3500.00
G1 X9.9 Y28.3 F3500.00
G1 X9.8 Y28.1 F3500.00
G1 X9.7 Y27.9 F3500.00
G1 X9.6 Y27.7 F3500.00
G1 X9.5 Y27.4 F3500.00
G1 X9.4 Y27.2 F3500.00
G1 X9.3 Y26.9 F3500.00
G1 X9.2 Y26.6 F3500.00
G1 X9.1 Y26.2 F3500.00
G1 X9.0 Y25.8 F3500.00
G1 X8.9 Y25.2 F3500.00
G1 X8.8 Y23.8 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X8.8 Y23.8 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X8.9 Y22.4 F3500.00
G1 X9.0 Y21.8 F3500.00
G1 X9.1 Y21.4 F3500.00
G1 X9.2 Y21.0 F3500.00
G1 X9.3 Y20.7 F3500.00
G1 X9.4 Y20.4 F3500.00
G1 X9.5 Y20.2 F3500.00
G1 X9.6 Y19.9 F3500.00
G1 X9.7 Y19.7 F3500.00
G1 X9.8 Y19.5 F3500.00
G1 X9.9 Y19.3 F3500.00
G1 X10.0 Y19.1 F3500.00
G1 X10.1 Y18.9 F3500.00
G1 X10.2 Y18.7 F3500.00
G1 X10.3 Y18.6 F3500.00
G1 X10.4 Y18.4 F3500.00
G1 X10.5 Y18.2 F3500.00
G1 X10.6 Y18.1 F3500.00
G1 X10.7 Y18.0 F3500.00
G1 X10.8 Y17.8 F3500.00
G1 X10.9 Y17.7 F3500.00
G1 X11.0 Y17.6 F3500.00
G1 X11.1 Y17.4 F3500.00
G1 X11.2 Y17.3 F3500.00
G1 X11.3 Y17.2 F3500.00
G1 X11.4 Y17.1 F3500.00
G1 X11.5 Y17.0 F3500.00
G1 X11.6 Y16.9 F3500.00
G1 X11.7 Y16.8 F3500.00
G1 X11.8 Y16.7 F3500.00
G1 X11.9 Y16.6 F3500.00
G1 X12.0 Y16.5 F3500.00
G1 X12.1 Y16.4 F3500.00
G1 X12.2 Y16.3 F3500.00
G1 X12.3 Y16.2 F3500.00
G1 X12.4 Y16.1 F3500.00
G1 X12.5 Y16.0 F3500.00
G1 X12.6 Y16.0 F3500.00
G1 X12.7 Y15.9 F3500.00
G1 X12.8 Y15.8 F3500.00
G1 X12.9 Y15.7 F3500.00
G1 X13.0 Y15.7 F3500.00
G1 X13.1 Y15.6 F3500.00
G1 X13.2 Y15.5 F3500.00
G1 X13.3 Y15.4 F3500.00
G1 X13.4 Y15.4 F3500.00
G1 X13.5 Y15.3 F3500.00
G1 X13.6 Y15.3 F3500.00
G1 X13.7 Y15.2 F3500.00
G1 X13.8 Y15.1 F3500.00
G1 X13.9 Y15.1 F3500.00
G1 X14.0 Y15.0 F3500.00
G1 X14.1 Y15.0 F3500.00
G1 X14.2 Y14.9 F3500.00
G1 X14.3 Y14.9 F3500.00
G1 X14.4 Y14.8 F3500.00
G1 X14.5 Y14.8 F3500.00
G1 X14.6 Y14.7 F3500.00
G1 X14.7 Y14.7 F3500.00
G1 X14.8 Y14.6 F3500.00
G1 X14.9 Y14.6 F3500.00
G1 X15.0 Y14.5 F3500.00
G1 X15.1 Y14.5 F3500.00
G1 X15.2 Y14.5 F3500.00
G1 X15.3 Y14.4 F3500.00
G1 X15.4 Y14.4 F3500.00
G1 X15.5 Y14.3 F3500.00
G1 X15.6 Y14.3 F3500.00
G1 X15.7 Y14.3 F3500.00
G1 X15.8 Y14.2 F3500.00
G1 X15.9 Y14.2 F3500.00
G1 X16.0 Y14.2 F3500.00
G1 X16.1 Y14.1 F3500.00
G1 X16.2 Y14.1 F3500.00
G1 X16.3 Y14.1 F3500.00
G1 X16.4 Y14.1 F3500.00
G1 X16.5 Y14.0 F3500.00
G1 X16.6 Y14.0 F3500.00
G1 X16.7 Y14.0 F3500.00
G1 X16.8 Y14.0 F3500.00
G1 X16.9 Y13.9 F3500.00
G1 X17.0 Y13.9 F3500.00
G1 X17.1 Y13.9 F3500.00
G1 X17.2 Y13.9 F3500.00
G1 X17.3 Y13.9 F3500.00
G1 X17.4 Y13.9 F3500.00
G1 X17.5 Y13.8 F3500.00
G1 X17.6 Y13.8 F3500.00
G1 X17.7 Y13.8 F3500.00
G1 X17.8 Y13.8 F3500.00
G1 X17.9 Y13.8 F3500.00
G1 X18.0 Y13.8 F3500.00
G1 X18.1 Y13.8 F3500.00
G1 X18.2 Y13.8 F3500.00
G1 X18.3 Y13.8 F3500.00
G1 X18.4 Y13.8 F3500.00
G1 X18.5 Y13.8 F3500.00
G1 X18.6 Y13.8 F3500.00
G1 X18.7 Y13.8 F3500.00
G1 X18.8 Y13.8 F3500.00
M300 S50.00 (pen up)
G4 P150 (wait 150ms)

(Polyline consisting of 1 segments.)
G1 X18.9 Y13.8 F3500.00
M300 S30.00 (pen down)
G4 P150 (wait 150ms)
G1 X19.0 Y13.8 F3500.00
G1 X19.1 Y13.8 F3500.00
G1 X19.2 Y13.8 F3500.00
G1 X19.3 Y13.8 F3500.00
G1 X19.4 Y13.8 F3500.00
G1 X19.5 Y13.8 F3500.00
G1 X19.6 Y13.8 F3500.00
G1 X19.7 Y13.8 F3500.00
G1 X19.8 Y13.8 F3500.00
G1 X19.9 Y13.8 F3500.00
G1 X20.0 Y13.8 F3500.00
G1 X20.1 Y13.8 F3500.00
G1 X20.2 Y13.8 F3500.00
G1 X20.3 Y13.9 F3500.00
G1 X20.4 Y13.9 F3500.00
G1 X20.5 Y13.9 F3500.00
G1 X20.6 Y13.9 F3500.00
G1 X20.7 Y13.9 F3500.00
G1 X20.8 Y13.9 F3500.00
G1 X20.9 Y14.0 F3500.00
G1 X21.0 Y14.0 F3500.00
G1 X21.1 Y14.0 F3500.00
G1 X21.2 Y14.0 F3500.00
G1 X21.3 Y14.1 F3500.00
G1 X21.4 Y14.1 F3500.00
G1 X21.5 Y14.1 F3500.00
G1 X21.6 Y14.1 F3500.00
G1 X21.7 Y14.2 F3500.00
G1 X21.8 Y14.2 F3500.00
G1 X21.9 Y14.2 F3500.00
G1 X22.0 Y14.3 F3500.00
G1 X22.1 Y14.3 F3500.00
G1 X22.2 Y14.3 F3500.00
G1 X22.3 Y14.4 F3500.00
G1 X22.4 Y14.4 F3500.00
G1 X22.5 Y14.5 F3500.00
G1 X22.6 Y14.5 F3500.00
G1 X22.7 Y14.5 F3500.00
